1.000000000000000000e+00,1.288700000000000000e+04,1.065711958477770782e-01,1.026500729290977659e-01,1.220567899831410674e-01,9.298933530336610243e-02,1.514652118732359720e-01,7.036018009004502138e-01,6.777138569284641978e-01,8.058404202101050462e-01,6.139319659829914899e-01,6.253126563281640371e-05,8.058404202101050462e-01,6.253126563281640371e-05,2.438719359679839948e-03,1.438219109554777489e-03,6.253126563281640371e-05,1.900950475237618842e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.057300000000000000e+04,1.066282090901807256e-01,1.050029186553583099e-01,1.210154631505453854e-01,9.345420000228914226e-02,1.477984182032528737e-01,7.214435065437930783e-01,7.104468365213351122e-01,8.187872686440021974e-01,6.323085262913342719e-01,0.000000000000000000e+00,8.187872686440021974e-01,1.471385425540153429e-03,2.168357469217068074e-03,3.097653527452954268e-03,3.097653527452954160e-04,1.739332455664834021e-01,2.323240145589715755e-04
1.000000000000000000e+00,9.652000000000000000e+03,1.066952234909450403e-01,1.024877387304041487e-01,1.223212135805441803e-01,9.250129899755407670e-02,1.519890504011051080e-01,7.019928291503376716e-01,6.743100141749354126e-01,8.048028016342866353e-01,6.086050195947636521e-01,0.000000000000000000e+00,8.048028016342866353e-01,0.000000000000000000e+00,1.000583673809722412e-03,1.250729592262152853e-03,0.000000000000000000e+00,1.929458850996414454e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000000e+04,1.086794442828047658e-01,1.055244399185336079e-01,1.181990107652022143e-01,9.514111143439045459e-02,1.449119871981379148e-01,7.499686284351863019e-01,7.281967624545112594e-01,8.156606851549755843e-01,6.565441084201280031e-01,1.254862592546116321e-04,8.156606851549755843e-01,5.019450370184465283e-04,3.199899610992596333e-03,1.756807629564562578e-03,1.254862592546116321e-04,1.785669469193123249e-01,6.274312962730581604e-05
1.000000000000000000e+00,1.168300000000000000e+04,1.098189428791438715e-01,1.065512271210535683e-01,1.153375323316287310e-01,9.831776808103145915e-02,1.399490591742847678e-01,7.847065462753950449e-01,7.613572234762979729e-01,8.241393905191873870e-01,7.025253950338600228e-01,7.054176072234762389e-05,8.241393905191873870e-01,2.821670428893904956e-04,2.610045146726862504e-03,2.116252821670429069e-03,3.527088036117381601e-04,1.703583521444695381e-01,7.054176072234762389e-05
1.000000000000000000e+00,1.053500000000000000e+04,1.095083052811654939e-01,1.070801832128469716e-01,1.162739363169802975e-01,9.527068042602505893e-02,1.437337895259643561e-01,7.618828226983029861e-01,7.449896337249481970e-01,8.089533901558780826e-01,6.628273055363587130e-01,7.678722260615834165e-05,8.089533901558780826e-01,4.607233356369499957e-04,2.073255010366275089e-03,1.919680565153958351e-03,3.839361130307916811e-04,1.860554403747216590e-01,7.678722260615834165e-05
1.000000000000000000e+00,6.676000000000000000e+03,1.102945036484854896e-01,1.094895620067545122e-01,1.168215304390431697e-01,8.899854760529861408e-02,1.487917126008364288e-01,7.412677878395860231e-01,7.358579324944137801e-01,7.851346583558743708e-01,5.981418322944842547e-01,0.000000000000000000e+00,7.851346583558743708e-01,0.000000000000000000e+00,2.587322121604139925e-03,1.411266611784076303e-03,3.528166529460190757e-04,2.105139362577913564e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.103600000000000000e+04,1.105885016776105845e-01,1.088697227311088700e-01,1.135834997221135817e-01,9.871143039459871760e-02,1.364936909491364925e-01,8.102096214748906178e-01,7.976172522998039582e-01,8.321520132709998574e-01,7.231940883727944192e-01,0.000000000000000000e+00,8.321520132709998574e-01,8.294374905745739452e-04,4.599607902277183004e-03,4.297994269340974297e-03,3.770170411702608842e-04,1.577439300256371635e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.034200000000000000e+04,1.091560768980123775e-01,1.051448860125167167e-01,1.162009415624543490e-01,9.936967000370781899e-02,1.402568510466174478e-01,7.782584314667948533e-01,7.496595369702795386e-01,8.284867419690779000e-01,7.084835376111511263e-01,1.602178963390210598e-04,8.284867419690779000e-01,7.209805335255947689e-04,2.883922134102379076e-03,2.883922134102379076e-03,4.806536890170631793e-04,1.642233437474965863e-01,1.602178963390210598e-04
1.000000000000000000e+00,8.061000000000000000e+03,1.063601625156700703e-01,1.039888836865078825e-01,1.217508193750094364e-01,9.267622226585509049e-02,1.504478243139150129e-01,7.069571328179901082e-01,6.911956630860355277e-01,8.092560987852625010e-01,6.160024093966469660e-01,0.000000000000000000e+00,8.092560987852625010e-01,0.000000000000000000e+00,1.606264431281999739e-03,1.305089850416624869e-03,0.000000000000000000e+00,1.878325469330388575e-01,0.000000000000000000e+00
1.000000000000000000e+00,7.873000000000000000e+03,1.073666999727495713e-01,1.089260302177006701e-01,1.191903594029127683e-01,9.047143246434735664e-02,1.480909558845792950e-01,7.250051114291555798e-01,7.355346554896748934e-01,8.048456348395011117e-01,6.109180126763442686e-01,0.000000000000000000e+00,8.048456348395011117e-01,1.942343079124923431e-03,2.044571662236761378e-04,2.044571662236761378e-04,1.124514414230218771e-03,1.916785933346963899e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.448500000000000000e+04,1.095343539925553722e-01,1.093438732668238073e-01,1.149630546759049798e-01,9.770073890648189874e-02,1.369159583164678562e-01,8.000115935308098614e-01,7.986203698336328261e-01,8.396614689003536469e-01,7.135818213436901924e-01,0.000000000000000000e+00,8.396614689003536469e-01,9.854501188336908454e-04,5.333024172511738846e-03,4.173671091530925525e-03,8.695148107356095567e-04,1.489768709060344254e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.075100000000000000e+04,1.086428323498785098e-01,1.049548767788962139e-01,1.166153245400902427e-01,1.003666261714682428e-01,1.388406803193335537e-01,7.824999999999999734e-01,7.559375000000000400e-01,8.399218750000000400e-01,7.228906250000000089e-01,0.000000000000000000e+00,8.399218750000000400e-01,1.562500000000000033e-04,3.749999999999999861e-03,3.125000000000000173e-03,1.562500000000000033e-04,1.528906250000000022e-01,0.000000000000000000e+00
